rating,aftertaste,aroma,body,flavor,coffee_origin,roast_level,roaster,roaster_location
93,9.0,9.0,8.0,9.0,"San Pedro Necta, Huehuetenango growing region, Guatemala",Medium-Light,Temple Coffee and Tea,"Sacramento, California"
94,9.0,9.0,8.0,9.0,"Yirgacheffe growing region, south-central Ethiopia",Medium-Light,Temple Coffee and Tea,"Sacramento, California"
94,9.0,9.0,8.0,9.0,"Chalatenango, El Salvador",Medium-Light,Temple Coffee and Tea,"Sacramento, California"
91,7.0,9.0,8.0,9.0,Peru; Ethiopia,Medium-Dark,Bicerin Coffee,"Toronto, Ontario, Canada"
88,8.0,8.0,7.0,8.0,Tanzania,Very Dark,Mystic Monk Coffee,"Clark, Wyoming"
95,9.0,9.0,8.0,10.0,"Nyeri growing region, south-central Kenya",Medium,Temple Coffee and Tea,"Sacramento, California"
93,8.0,9.0,9.0,9.0,Not disclosed,Medium-Dark,Simon Hsieh's Aroma Roast Coffees,"Taoyuan City, Taiwan"
93,8.0,9.0,8.0,9.0,"Santa Barbara Department, Honduras",Medium,Victrola Coffee Roasters,"Seattle, Washington"
92,8.0,9.0,8.0,9.0,Brazil; Kenya; Tanzania,Medium,Flight Coffee Co.,"Bedford, New Hampshire"
93,8.0,9.0,9.0,9.0,"Lintong growing region, North Sumatra, Indonesia",Medium,Flight Coffee Co.,"Bedford, New Hampshire"
95,9.0,9.0,9.0,9.0,"Nyeri growing region, south-central Kenya",Light,Flight Coffee Co.,"Bedford, New Hampshire"
90,8.0,8.0,8.0,9.0,"Palanda, Loja Province, souther Ecuador",Medium-Light,Lexington Coffee Roasters,"Lexington, Virginia"
91,8.0,9.0,8.0,9.0,"Lintong growing region, North Sumatra, Indonesia",Medium-Light,Lexington Coffee Roasters,"Lexington, Virginia"
92,8.0,8.0,9.0,9.0,"Rubavu-Rutsiro, Rwanda",Medium,Lexington Coffee Roasters,"Lexington, Virginia"
96,9.0,9.0,9.0,9.0,"Nyeri growing region, south-central Kenya",Medium,Klatch Coffee,"Los Angeles, California"
93,8.0,9.0,9.0,9.0,"Yirgacheffe growing region, south-central Ethiopia",Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
91,7.0,9.0,8.0,9.0,Ethiopia; Brazil; Indonesia,Dark,Caffe Luxxe,"Santa Monica, California"
95,9.0,9.0,8.0,10.0,"Gedeo Zone, Yirgacheffe growing region, southern Ethiopia",Light,Topeca Coffee Roasters,"Tulsa, Oklahoma"
91,8.0,8.0,8.0,9.0,"Huehuetenango growing region, Guatemala",Medium,Cafe Virtuoso,"San Diego, California"
92,8.0,9.0,8.0,9.0,"Huila Department, southwestern Colombia",Medium-Light,Thirty-Thirty Coffee Co.,"Peoria, Illinois"
93,9.0,8.0,9.0,9.0,"La Perla, Pichincha Province, Ecuador",Medium-Light,Thirty-Thirty Coffee Co.,"Peoria, Illinois"
92,8.0,9.0,8.0,9.0,"Toraja growing region, South Sulawesi, Indonesia",Light,Paradise Roasters,"Ramsey, Minnesota"
87,7.0,7.0,9.0,7.0,Guatemala,Medium-Dark,Regular Coffee,"Grand Rapids, Michigan"
90,7.0,8.0,8.0,9.0,Not disclosed,Medium-Dark,CofFeeling,"Kaohsiung City, Taiwan"
90,8.0,8.0,9.0,8.0,"Lengupá Province, central Colombia",Medium-Light,Regular Coffee,"Grand Rapids, Michigan"
93,8.0,9.0,9.0,9.0,Taiwan,Medium,Simon Hsieh's Aroma Roast Coffees,"Taoyuan City, Taiwan"
96,9.0,9.0,9.0,10.0,"Yirgacheffe growing region, south-central Ethiopia",Light,JBC Coffee Roasters,"Madison, Wisconsin"
94,9.0,9.0,8.0,9.0,"Kirambo, Karongi District, Rwanda",Medium-Light,Flight Coffee Co.,"Bedford, New Hampshire"
93,9.0,9.0,8.0,9.0,"Minas Gerais State, Brazil",Light,Chromatic Coffee,"San Jose, California"
93,8.0,9.0,8.0,9.0,"Dom Vicoso, Minas Gerais state, east-central Brazil",Medium,Equator Coffees & Teas,"San Rafael, California"
92,8.0,8.0,9.0,9.0,"Carmo de Minas growing region, Minas Gerais State, Brazil",Medium,Ghost Town Coffee Roasters,"Bozeman, Montana"
92,9.0,9.0,8.0,9.0,"Mantiqeiras de Minas growing region, Minas Gerais State, Brazil",Medium,Victrola Coffee Roasters,"Seattle, Washington"
92,8.0,9.0,8.0,9.0,"Matas de Minas growing region, Minas Gerais State, Brazil",Medium-Light,Roast Co. Artisan Coffees,"Oakland, California"
92,8.0,9.0,8.0,9.0,"Sao Sebastiao da Grama, Sao Paulo state, south-central Brazil",Light,Linea Caffe S.F.,"San Francisco, California"
92,8.0,8.0,9.0,9.0,"Carmo de Minas growing region, Minas Gerais State, Brazil",Medium,Papa Lin's Coffee Roasting,"Yorktown Heights, New York"
91,8.0,8.0,8.0,9.0,"Cerrado growing region, Minas Gerais State, Brazil",Light,Ritual Coffee Roasters,"San Francisco, California"
91,7.0,9.0,8.0,9.0,South America; Central America; Indonesia,Medium-Dark,Whidbey Coffee,"Clinton, Washington"
91,8.0,8.0,8.0,9.0,Mexico; Ethiopia,Medium-Light,Paradise Roasters,"Ramsey, Minnesota"
89,8.0,8.0,8.0,8.0,Eastern Java; Indonesia,Medium-Dark,Caribou Coffee,"Minneapolis, Minnesota"
94,9.0,9.0,8.0,9.0,"Yirgacheffe growing region, south-central Ethiopia",Light,Revel Coffee,"Billings, Montana"
92,8.0,8.0,8.0,9.0,"Sidamo growing region, southern Ethiopia",Medium-Light,Wild Goose Coffee Roasters,"Redlands, California"
88,7.0,8.0,8.0,8.0,Not disclosed,Very Dark,Mystic Monk Coffee,"Clark, Wyoming"
90,8.0,8.0,8.0,8.0,South-central Kenya,Very Dark,Mystic Monk Coffee,"Clark, Wyoming"
90,8.0,8.0,8.0,8.0,Not disclosed,Medium-Light,Mystic Monk Coffee,"Clark, Wyoming"
92,8.0,8.0,9.0,9.0,South-central Kenya,Medium,Mystic Monk Coffee,"Clark, Wyoming"
93,8.0,9.0,9.0,9.0,"Apaneca-Ilamatepece Mountains, El Salvador",Light,Paradise Roasters,"Ramsey, Minnesota"
94,9.0,9.0,8.0,9.0,"Amaro region, southern Ethiopia",Medium-Light,Flight Coffee Co.,"Bedford, New Hampshire"
91,7.0,9.0,8.0,9.0,Not disclosed,Medium,JBC Coffee Roasters,"Madison, Wisconsin"
91,8.0,8.0,8.0,9.0,Rwanda,Medium,JBC Coffee Roasters,"Madison, Wisconsin"
94,8.0,9.0,9.0,9.0,Not disclosed,Medium,JBC Coffee Roasters,"Madison, Wisconsin"
95,9.0,9.0,9.0,9.0,"Valle del Cauca growing region, Colombia",Medium,Tony's Coffees & Teas,"Bellingham, Washington"
94,8.0,9.0,9.0,9.0,"Valle del Cauca growing region, Colombia",Medium-Light,Equator Coffees & Teas,"San Rafael, California"
94,8.0,9.0,9.0,9.0,"Herrera, Tolima Department, west-central Colombia",Medium-Light,Sightglass Coffee,"San Francisco, California"
93,9.0,9.0,8.0,9.0,"San Agustín growing region, Huila Department, southern Colombia",Medium-Light,Chromatic Coffee,"San Jose, California"
93,8.0,9.0,8.0,9.0,"Huila Department, southwestern Colombia",Medium-Light,Paradise Roasters,"Ramsey, Minnesota"
93,8.0,8.0,9.0,9.0,"Valle del Cauca growing region, Colombia",Medium-Light,Wonderstate Coffee,"Driftless, Wisconsin"
92,8.0,9.0,8.0,9.0,"Narino Department, southern Colombia",Medium-Light,PT's Coffee Roasting Co.,"Topeka, Kansas"
92,8.0,8.0,8.0,9.0,"Tolima Department, central Colombia",Medium-Light,Papa Lin's Coffee Roasting,"Yorktown Heights, New York"
92,8.0,9.0,8.0,9.0,"Huila Department, southwestern Colombia",Medium-Light,Coda Coffee,"Denver, Colorado"
92,8.0,9.0,8.0,9.0,"Narino Department, southern Colombia",Medium-Light,Mr. Espresso,"Oakland, California"
91,8.0,8.0,8.0,9.0,"Sul de Minas growing region, southern Minas Gerais State, Brazil",Medium-Light,Chromatic Coffee,"San Jose, California"
95,9.0,9.0,9.0,10.0,"Guji Zone, Oromia Region, Sidama Province, Ethiopia",Medium-Light,Bird Rock Coffee Roasters,"La Jolla, California"
91,8.0,8.0,8.0,9.0,"Nyamyumba region, Rwanda",Medium,Parisi Artisan Coffee,"Kansas City, Missouri"
94,9.0,8.0,9.0,9.0,"Yirgacheffe growing region, south-central Ethiopia",Medium-Light,ChacolaTAY,"Taichung City, Taiwan"
94,9.0,9.0,8.0,9.0,"Gedeo Zone, Yirgacheffe growing region, southern Ethiopia",Light,Kakalove Cafe,"Chia-Yi, Taiwan"
93,8.0,9.0,8.0,9.0,"Sidamo (also Sidama) growing region, southern Ethiopia",Medium-Light,Parisi Artisan Coffee,"Kansas City, Missouri"
95,9.0,9.0,9.0,9.0,"Nyeri growing region, south-central Kenya",Medium-Light,ChacolaTAY,"Taichung City, Taiwan"
93,8.0,9.0,9.0,9.0,"Nyanza region, Rwanda",Light,Blue Bottle Coffee,"Oakland, California"
93,9.0,9.0,8.0,9.0,"Nyamasheke region, Rwanda",Light,Four Barrel Coffee,"San Francisco, California"
93,8.0,9.0,9.0,9.0,"Nyamyumba region, Rwanda",Medium-Light,Namusairo Coffee,"Seoul, South Korea"
93,8.0,9.0,8.0,9.0,"Karongi District, western Rwanda",Medium-Light,Orazure Hand Roasted Coffee,"Woodlands, Texas"
93,8.0,9.0,9.0,9.0,"Kirambo, Karongi District, Rwanda",Medium,Papa Lin's Coffee Roasting,"Yorktown Heights, New York"
92,8.0,9.0,8.0,9.0,"Nyamagabe region, Rwanda",Medium,Highwire Coffee Roasters,"Emeryville, California"
91,8.0,9.0,8.0,9.0,"Central Bali, Indonesia",Medium-Light,Magnolia Coffee,"Charlotte, North Carolina"
91,7.0,9.0,8.0,9.0,"Sidamo (also Sidama) growing region, southern Ethiopia",Medium-Light,Compelling & Rich,"Beverly Hills, California"
94,8.0,9.0,9.0,9.0,"Yirgacheffe growing region, south-central Ethiopia",Medium-Light,Cambria Coffee,"Cambria, California"
89,8.0,8.0,8.0,8.0,"Copan Department, Honduras",Medium,Caribou Coffee,"Minneapolis, Minnesota"
90,8.0,8.0,8.0,8.0,"Matengo Highlands, Ruvuma Region, southwestern Tanzania",Medium,Caribou Coffee,"Minneapolis, Minnesota"
91,8.0,8.0,8.0,9.0,"Garzon growing region, Huila Department, southern Colombia",Medium,Caribou Coffee,"Minneapolis, Minnesota"
92,8.0,9.0,8.0,9.0,"Kayanza Province, northern Burundi",Light,Revel Coffee,"Billings, Montana"
92,8.0,8.0,8.0,9.0,"Kalehe, Southern Kivu, Democratic Republic of the Congo",Medium-Light,Wonderstate Coffee,"Driftless, Wisconsin"
91,8.0,8.0,8.0,9.0,"Mbeya growing region, southern Tanzania",Medium,Pebble Coffee,"Taipei, Taiwan"
92,8.0,9.0,8.0,9.0,"Guji Zone, Sidama Province, southern Ethiopia",Light,Topeca Coffee Roasters,"Tulsa, Oklahoma"
93,8.0,9.0,8.0,9.0,"Timana growing region, Huila Department, southern Colombia",Medium-Light,Spyhouse Coffee Roasters,"Minneapolis, Minnesota"
93,8.0,9.0,8.0,9.0,"Nyeri growing region, south-central Kenya",Medium,Artisan Roast,"Edinburgh, Scotland, United Kingdom"
92,8.0,9.0,8.0,9.0,"Guji Zone, Oromia Region, Sidama Province, Ethiopia",Light,Clifton Coffee Roasters,"Bristol, England, United Kingdom"
92,8.0,9.0,8.0,9.0,Southern Ethiopia,Medium-Light,Horsham Coffee Roaster,"West Sussex, England, United Kingdom"
91,8.0,8.0,8.0,9.0,"Jimma Zone, Oromia Region, southwestern Ethiopia",Light,Climpson & Sons Coffee Roasters,"London, England, United Kingdom"
91,8.0,9.0,8.0,8.0,"Rusizi District, western Rwanda",Light,North Star Micro Roasters,"Leeds, England, United Kingdom"
92,8.0,9.0,8.0,9.0,"Minas Gerais State, Brazil",Medium-Light,Temple Coffee and Tea,"Sacramento, California"
93,9.0,9.0,8.0,9.0,"Matas de Minas growing region, Minas Gerais State, Brazil",Light,Temple Coffee and Tea,"Sacramento, California"
90,8.0,8.0,8.0,8.0,"Santa Barbara Department, Honduras",Medium-Light,Cafe Grumpy,"Brooklyn, New York"
92,8.0,9.0,8.0,9.0,"Yirgacheffe growing region, south-central Ethiopia",Medium-Light,Cafe Grumpy,"Brooklyn, New York"
95,8.0,9.0,9.0,10.0,"Celinga Village, Yirgacheffe growing region, southern Ethiopia",Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
94,9.0,9.0,9.0,9.0,"Celinga Village, Yirgacheffe growing region, southern Ethiopia",Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
93,8.0,9.0,8.0,9.0,South-central Kenya,Medium,Allegro Coffee,"Thornton, Colorado"
90,8.0,8.0,8.0,8.0,"San Agustín growing region, Huila Department, southern Colombia",Medium,Allegro Coffee,"Thornton, Colorado"
90,8.0,8.0,8.0,8.0,"Lintong growing region, northern Sumatra, Indonesia",Medium-Dark,Allegro Coffee,"Thornton, Colorado"
88,8.0,8.0,7.0,8.0,Southern Peru,Medium,Allegro Coffee,"Thornton, Colorado"
88,7.0,8.0,8.0,8.0,"Santa Maria de Dota valley, Tarrazu growing region, Costa Rica",Medium,Allegro Coffee,"Thornton, Colorado"
92,8.0,9.0,8.0,9.0,"Cauca Department, southwestern Colombia",Medium-Light,BeanFruit Coffee Co.,"Jackson, Mississippi"
93,8.0,9.0,8.0,9.0,Brazil; Ethiopia,Medium-Light,Propeller Coffee,"Toronto, Ontario, Canada"
94,9.0,10.0,8.0,9.0,"Guji Zone, Sidama Province, southern Ethiopia",Medium,Caffe Luxxe,"Santa Monica, California"
94,8.0,9.0,9.0,9.0,"Wahgi Valley, Western Highlands, Papua New Guinea",Light,Chromatic Coffee,"San Jose, California"
93,8.0,9.0,9.0,9.0,"Toraja growing region, southwestern Sulawesi, Indonesia",Medium-Light,Propeller Coffee,"Toronto, Ontario, Canada"
92,8.0,9.0,8.0,9.0,"Toraja growing region, South Sulawesi, Indonesia",Medium-Light,Blueprint Coffee,"St. Louis, Missouri"
92,8.0,8.0,8.0,9.0,"Upper Asaro Valley, Eastern Papua New Guinea",Medium-Light,PT's Coffee Roasting Co.,"Topeka, Kansas"
91,7.0,9.0,8.0,9.0,"Eastern Highlands Province, Papua New Guinea",Medium,Allegro Coffee,"Thornton, Colorado"
91,8.0,8.0,8.0,9.0,"Toraja growing region, south-central Sulawesi, Indonesia",Light,Topeca Coffee Roasters,"Tulsa, Oklahoma"
90,8.0,8.0,8.0,8.0,"Wahgi Valley, Western Highlands, Papua New Guinea",Medium-Light,Revel Coffee,"Billings, Montana"
89,7.0,8.0,8.0,8.0,"Santander Department, Colombia",Medium,Allegro Coffee,"Thornton, Colorado"
90,8.0,8.0,8.0,8.0,"Inza Municipality, Cauca Province, southwestern Colombia",Medium,Regular Coffee,"Grand Rapids, Michigan"
92,8.0,8.0,9.0,8.0,Not disclosed,Medium-Dark,Fieldheads Coffee,"Kalispell, Montana"
93,8.0,9.0,8.0,9.0,"Kochere, Yirgacheffe growing region, southern Ethiopia",Medium-Light,Kakalove Cafe,"Chia-Yi, Taiwan"
94,9.0,9.0,9.0,9.0,"Mogiana Region, Minas Gerais State, Brazil",Medium,Paradise Roasters,"Ramsey, Minnesota"
88,7.0,7.0,8.0,8.0,"Tarrazu growing region, Costa Rica",Medium,Caribou Coffee,"Minneapolis, Minnesota"
94,9.0,9.0,8.0,9.0,"Yirgacheffe growing region, south-central Ethiopia",Medium-Light,Flight Coffee Co.,"Bedford, New Hampshire"
92,8.0,8.0,9.0,9.0,"Agua Dulce, Huehuetenango growing region, Guatemala",Medium-Light,Barrington Coffee Roasting Co.,"Lee, Massachusetts"
92,8.0,9.0,8.0,9.0,"Valle del Cauca Department, Colombia",Medium-Light,Barrington Coffee Roasting Co.,"Lee, Massachusetts"
90,8.0,8.0,8.0,9.0,"Vera Cruz growing region, Mexico",Medium,Just Love Coffee Roasters,"Murfreesboro, Tennessee"
92,8.0,8.0,8.0,9.0,"Kayanza Province, northern Burundi",Medium-Light,Victrola Coffee Roasters,"Seattle, Washington"
92,8.0,9.0,8.0,9.0,"Chiapas State, southeastern Mexico",Medium-Light,Paradise Roasters,"Ramsey, Minnesota"
93,9.0,9.0,8.0,9.0,"Gakende District, Northern Province, Rwanda",Medium,Victrola Coffee Roasters,"Seattle, Washington"
91,8.0,8.0,8.0,9.0,"Kochere, Yirgacheffe growing region, southern Ethiopia",Medium,Lexington Coffee Roasters,"Lexington, Virginia"
92,8.0,8.0,9.0,9.0,Western Guatemala,Medium-Light,Lexington Coffee Roasters,"Lexington, Virginia"
95,9.0,9.0,9.0,9.0,"Bungoma region, western Kenya",Medium-Light,Lexington Coffee Roasters,"Lexington, Virginia"
93,8.0,9.0,8.0,9.0,South America; Africa,Medium-Light,Revel Coffee,"Billings, Montana."
94,9.0,9.0,8.0,9.0,"Kochere, Yirgacheffe growing region, south-central Ethiopia",Medium-Light,Bird Rock Coffee Roasters,"La Jolla, California"
96,9.0,10.0,9.0,10.0,"Northern Sumatra, Indonesia",Medium,Bird Rock Coffee Roasters,"La Jolla, California"
92,8.0,8.0,8.0,9.0,"Antioquia Department, central northwest Colombia",Light,JBC Coffee Roasters,"Madison, Wisconsin"
92,8.0,8.0,9.0,9.0,"West Valley growing region, Costa Rica",Medium-Light,Flight Coffee Co.,"Bedford, New Hampshire"
93,8.0,9.0,8.0,9.0,"Minas Gerais State, Brazil; West Valley growing region, Costa Rica",Medium-Light,Flight Coffee Co.,"Bedford, New Hampshire"
94,9.0,9.0,9.0,9.0,South-central Kenya,Medium,Flight Coffee Co.,"Bedford, New Hampshire"
95,8.0,10.0,9.0,9.0,"Elida Estate, western Panama",Medium-Light,Bird Rock Coffee Roasters,"La Jolla, California"
91,8.0,9.0,8.0,8.0,"Antioquia Department, central northwest Colombia",Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
88,7.0,8.4,7.0,8.0,Not disclosed,Not disclosed,Larry's Beans,"Raleigh, North Carolina"
88,8.0,8.4,8.0,8.0,Not disclosed,Not disclosed,Groundwork Coffee,"Los Angeles, California"
89,8.0,8.4,8.0,8.0,Not disclosed,Not disclosed,Stumptown Coffee Roasters,"Portland, Oregon"
90,7.0,8.4,8.0,8.0,Not disclosed,Not disclosed,Secret Squirrel,"Los Angeles, California"
91,8.0,8.4,8.0,9.0,"Bukeye Commune, Muramvye Province, Burundi",Not disclosed,Pier Coffee,"Seattle, Washington"
92,8.0,8.4,8.0,9.0,"Yirgacheffe growing region, southern Ethiopia",Not disclosed,Alchemy,"Lawrence, Kansas"
93,8.0,8.4,9.0,9.0,Ethiopia; Guatemala,Not disclosed,Black Medicine,"Oakland, California"
94,8.0,8.4,9.0,9.0,"Yirgacheffe growing region, southern Ethiopia",Not disclosed,Slingshot Coffee,"Raleigh, North Carolina"
92,7.0,9.0,8.0,9.0,"Sidamo (also Sidama) growing region, southern Ethiopia",Medium-Light,Bicerin Coffee,"Toronto, Ontario, Canada"
91,7.0,9.0,8.0,9.0,"Yirgacheffe growing region, southern Ethiopia",Medium-Light,The WestBean Coffee Roasters,"San Diego, California"
94,9.0,8.0,9.0,9.0,"Murang’a County, central Kenya",Medium-Light,Wild Goose Coffee Roasters,"Redlands, California"
94,8.0,9.0,9.0,9.0,Southern and/or western Ethiopia,Light,Namusairo Coffee,"Seoul, South Korea"
95,8.0,9.0,9.0,10.0,"Boke, Gamo Gofa Zone, Southern Ethiopia",Medium-Light,Temple Coffee and Tea,"Sacramento, California"
92,8.0,8.0,9.0,9.0,South-central Kenya,Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
93,8.0,8.0,9.0,9.0,"Yirgacheffe growing district, southern Ethiopia",Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
94,8.0,9.0,9.0,9.0,South-central Kenya,Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
93,8.0,9.0,9.0,9.0,"Boquete growing region, western Panama",Medium,Old Soul Co.,"Sacramento, California"
92,7.0,9.0,9.0,9.0,"Aleta Wondo, Sidama growing region, Ethiopia",Medium-Light,Shearwater Organic Coffee Roasters,"Trumbull, Connecticut"
90,8.0,8.0,8.0,8.0,"Ka'anapali, Maui, Hawaii",Medium-Light,Kona Kimo Coffee,"Terrace, British Colombia, Canada"
90,8.0,8.0,8.0,8.0,"Waialua, Oahu, Hawaii",Medium-Light,Daylight Mind Coffee Company,"Kailua, Kona"
91,7.0,8.0,9.0,9.0,"Kona growing region, “Big Island” of Hawaii",Medium,Downtown Coffee,"Honolulu, Hawaii"
92,8.0,9.0,9.0,9.0,"Kona growing region, “Big Island” of Hawaii",Medium,Cafe Virtuoso,"San Diego, California"
92,8.0,9.0,8.0,9.0,"Puna District, ""Big Island"" of Hawaii",Medium-Light,Big Island Coffee Roasters,"Mountain View, Hawaii"
92,8.0,8.0,9.0,9.0,"Holualoa, North Kona growing district, “Big Island” of Hawaii",Medium-Light,Hula Daddy,"Holualoa, Hawaii"
93,8.0,9.0,9.0,9.0,"Ka'u growing district, ""Big Island"" of Hawaii",Medium,Rusty's Hawaiian Coffee,"Pahala, Hawaii"
93,8.0,9.0,8.0,9.0,"Kona growing region, “Big Island” of Hawaii",Medium-Light,Thanksgiving Coffee,"Fort Bragg, California"
93,8.0,9.0,8.0,9.0,"Ka'u growing district, ""Big Island"" of Hawaii",Light,Equator Coffees & Teas,"San Rafael, California"
90,7.0,9.0,8.0,8.0,Brazil; Colombia; Guatemala; Honduras,Medium-Dark,Wei Chuan Foods Corporation,"New Taipei City, Taiwan"
91,8.0,8.0,8.0,9.0,"Nyeri growing region, south-central Kenya",Medium,Mystic Monk Coffee,"Clark, Wyoming"
90,8.0,8.0,8.0,8.0,South-central Kenya,Dark,Mystic Monk Coffee,"Clark, Wyoming"
93,8.0,8.0,9.0,9.0,Brazil; Ethiopia; Colombia,Medium,Wei Chuan Foods Corporation,"New Taipei City, Taiwan"
91,8.0,8.0,9.0,9.0,"Aceh growing region, northwestern Sumatra, Indonesia",Medium,Paradise Roasters,"Ramsey, Minnesota"
92,7.0,9.0,9.0,9.0,"Vera Cruz growing region, Mexico",Medium-Light,Paradise Roasters,"Ramsey, Minnesota"
93,7.0,9.0,9.0,9.0,Hawaiian Islands,Medium-Dark,Paradise Roasters,"Ramsey, Minnesota"
91,7.0,9.0,8.0,9.0,Not disclosed,Dark,Multatuli Coffee Merchants,"Kingston, Ontario, Canada"
90,7.0,9.0,8.0,8.0,Not disclosed,Medium-Dark,CofFeeling,"Kaohsiung City, Taiwan"
93,8.0,9.0,9.0,9.0,"Cerro El Tigre, El Salvador",Medium-Light,Klatch Coffee,"Los Angeles, California"
93,8.0,9.0,9.0,9.0,"Yirgacheffe growing region, southern Ethiopia",Medium-Light,CofFeeling,"Kaohsiung City, Taiwan"
94,8.0,9.0,9.0,9.0,"Apaneca, Ataco, El Salvador",Medium-Dark,Klatch Coffee,"Los Angeles, California"
93,8.0,9.0,8.0,9.0,"Yirgacheffe growing district, southern Ethiopia",Light,Big Nose Cafe,"Hsinchu city, Taiwan"
93,8.0,9.0,9.0,9.0,Central Kenya,Medium,Caribou Coffee,"Minneapolis, Minnesota"
93,8.0,8.0,9.0,9.0,"La Libertad, Huehuetenango, Guatemala",Medium-Light,Cafe Grumpy,"Brooklyn, New York"
93,9.0,8.0,9.0,9.0,"San Ignacio Acosta, Tarrazu growing region, central Costa Rica",Medium-Light,Big Shoulders Coffee,"Chicago, Illinois"
93,8.0,8.0,9.0,9.0,"Volcan de Santa Ana region, El Salvador",Medium-Light,Cafe Grumpy,"Brooklyn, New York"
93,8.0,9.0,9.0,9.0,"Central Valley growing region, Costa Rica",Medium-Light,Seattle Coffee Works,"Seattle, Washington"
93,8.0,9.0,9.0,9.0,"Apaneca, Ahuachapan Department, El Salvador",Medium,Equator Coffees & Teas,"San Rafael, California"
93,8.0,9.0,9.0,9.0,"Los Robles de Naranjo, West Valley, Costa Rica",Light,Spyhouse Coffee Roasting,"Minneapolis, Minnesota"
93,8.0,9.0,9.0,9.0,"Boquete growing region, western Panama",Medium-Light,Old Soul Co.,"Sacramento, California"
94,9.0,9.0,9.0,9.0,"Tarrazu growing region, central Costa Rica",Medium-Light,Return Coffee Roastery,"Kowloon, Hong Kong, China"
94,8.0,10.0,8.0,9.0,"Boquete growing region, western Panama",Medium-Light,Bacca Cafe,"Tainan City, Taiwan"
94,9.0,9.0,8.0,9.0,"San Luis de Grecia, central Costa Rica",Medium-Light,Chocolate Fish Coffee Roasters,"Sacramento, California"
94,9.0,9.0,8.0,9.0,"Volcan growing region, western Panama",Light,Compelling & Rich,"Los Angeles, California"
94,8.0,9.0,9.0,9.0,"Matagalpa growing region, Nicaragua",Light,Thanksgiving Coffee,"Fort Bragg, California"
94,8.0,9.0,9.0,9.0,"Boquete growing region, western Panama",Medium-Light,Dragonfly Coffee Roasters,"Boulder, Colorado"
97,9.0,10.0,9.0,10.0,"Boquete growing region, western Panama",Medium-Light,Klatch Coffee,"Los Angeles, California"
92,8.0,8.0,9.0,9.0,"Santa Ana Region, El Salvador",Medium-Light,Topeca Coffee Roasters,"Tulsa, Oklahoma"
93,8.0,9.0,9.0,9.0,"Amaro region, southern Ethiopia",Medium-Light,Temple Coffee and Tea,"Sacramento, California"
93,8.0,9.0,9.0,9.0,"Valle del Cauca growing region, Colombia",Light,PT's Coffee Roasting Co.,"Topeka, Kansas"
92,8.0,8.0,8.0,9.0,"Ka'u growing district, ""Big Island"" of Hawaii",Light,PT's Coffee Roasting Co.,"Topeka, Kansas"
94,9.0,9.0,9.0,9.0,"Lintong growing region, northern Sumatra, Indonesia",Medium,Temple Coffee and Tea,Sacr
94,8.0,9.0,8.0,10.0,"Yirgacheffe growing region, southern Ethiopia",Medium-Light,SO Roasters,South Korea
94,9.0,9.0,8.0,9.0,"Silla Del Pando, Volcan, Panama",Medium-Light,ManLao River Coffee Company,"Pu’Er, Yunnan Province, China"
95,9.0,9.0,9.0,9.0,"Nyeri County, Central Highlands, Kenya",Medium,The WestBean Coffee Roasters,"San Diego, California"
91,8.0,8.0,8.0,9.0,"San Luis de Grecia, central Costa Rica",Light,Chocolate Fish Coffee Roasters,"Sacramento, California"
93,8.0,9.0,8.0,9.0,"Sidamo (also Sidama) growing region, southern Ethiopia",Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
94,8.0,9.0,9.0,9.0,"Sidamo (also Sidama) growing region, southern Ethiopia",Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
93,9.0,9.0,8.0,9.0,"Nyeri growing region, south-central Kenya",Medium-Light,Parisi Artisan Coffee,"Kansas City, Missouri"
93,9.0,9.0,8.0,9.0,"Lintong growing region, northern Sumatra, Indonesia",Medium,Paradise Roasters,"Ramsey, Minnesota"
90,8.0,8.0,8.0,8.0,"Valle de Cauca Department, western Colombia",Medium-Light,True Stone Coffee,"Saint Paul, Minnesota"
91,8.0,9.0,8.0,8.0,Not disclosed,Medium,Caribou Coffee,"Minneapolis, Minnesota"
94,8.0,9.0,9.0,9.0,"Boke, Gamo Gofa Zone, Southern Ethiopia",Medium-Light,Temple Coffee and Tea,"Sacramento, California"
91,8.0,9.0,7.0,9.0,"Francisco Morazán Department, central Honduras",Light,JBC Coffee Roasters,"Madison, Wisconsin"
92,8.0,9.0,8.0,9.0,"Palencia, central Guatemala",Light,PT's Coffee Roasting Co.,"Topeka, Kansas"
93,8.0,9.0,8.0,9.0,"Yirgacheffe growing region, south-central Ethiopia",Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
93,9.0,8.0,8.0,9.0,"Tarrazu growing region, Costa Rica",Light,PT's Coffee Roasting Co.,"Topeka, Kansas"
